10100039156|A100011932|A|10|101|20141031||0|20141031|1|||
10100039156|A100011932|C|10|101|20141031|10100039156|2507|20141031|1|0||
10100039161|A100011933|A|10|101|20141031|aaaaaaaaa|2507|20141031|1|0||
10100039161|A100011933|C|10|101|20141031|aaaaaaaaa|2507|20141031|1|0||
10100039172|A100011938|A|10|101|20141031|程西瓜|2507|20141031|2|0||
10100039183|B100011942|A|10|101|20141031|机构111|2507|20141031|1|0||
10100039183|B100011942|C|10|101|20141031|机构111|2507|20141031|1|0||
10100039195|A100011947|A|10|101|20141031|DDDDD|2507|20141031|1|0||
10100039195|A100011947|C|10|101|20141031|DDDDD|2507|20141031|1|0||
10100039199|A100011950|A|10|101|20141031|lutt02|2507|20141031|1|0||
10100039199|A100011950|C|10|101|20141031|lutt02|2507|20141031|1|0||
10100039200|B100011951|A|10|101|20141031|EEEEE|2507|20141031|1|0||
10100039203|A100011953|A|10|101|20141031|tututut|2507|20141031|1|0||
10100039203|A100011953|C|10|101|20141031|tututut|2507|20141031|1|0||
10100039210|A100011961|A|10|101|20141031|影像|2507|20141031|1|0||
10100039210|A100011961|C|10|101|20141031|影像|2507|20141031|1|0||
10100040266|A100012491|A|10|101|20141127|kkkvv|2507|20141127|1|0||
10100040283|A100012497|A|10|101|20141127|周星驰|2507|20141127|1|0||
10100040293|A100012501|A|10|101|20141127|坎坎坷坷|2507|20141127|1|0||
10100040302|A100012504|A|10|101|20141127|小龙女|2507|20141127|1|0||
10100040308|A100012506|A|10|101|20141127|呼呼呼呼|2507|20141127|1|0||
10100040308|A100012506|C|10|101|20141127|呼呼呼呼|2507|20141127|1|0||
10100369548|A001204929|C|10|101|20170228|象棋|0|20170228|1|||
10100369865|A001205399|A|10|101|20170228|asdasd|0|20170228|1|||
10100370116|0800296886|A|00|101|20170303|whhwhh1|0|20170303|1|||
10100370116|0800296895|A|00|101|20170303|whhwhh1|0|20170303|1|||
10100370116|B880900869|A|10|101|20170303|whhwhh1|0|20170303|1|||
10100370116|B880900958|A|10|101|20170303|whhwhh1|0|20170303|1|||
10100370116|B880900958|C|10|101|20170303|whhwhh1|0|20170303|1|||
10100370116|B880900966|A|10|101|20170303|whhwhh1|0|20170303|1|||
10100472391|0800317160|A|00|101|20170617|WH机构|0|0|0|||
10100472395|A001413413|A|10|101|20170617|AAAA|2507|20170617|1|||
10100472402|A001413447|A|10|101|20170623|AAAA|2507|20170623|1|||
10100472402|A001413447|C|10|101|20170623|AAAA|0|20170623|1|||
10100473030|A001415512|A|10|101|20170630|TEST-GR|0|0|0|1||
10100473132|0155627303|A|00|101|20170629|AAAA|2507|20170630|0|||
10100473133|0800317283|A|00|101|20170706|BBBB|2507|20170706|0|||
10100473242|0155627378|A|00|101|20170706|AAAA|2507|20170706|0|||
10100563703|0100022201|A|00|101|20180320|GR00001|0|20180320|1|||
10100563703|0100022201|C|00|101|20180320|TEST-GR|2535|20180320|2|||
10100563703|A100022201|A|10|101|20180320|GR00001|0|20180320|1|||
10100563704|0110022201|A|00|101|20180320|JG00001|0|20180320|1|||
10100577001|0155627659|A|00|101|20170721|AAAA|2507|20170721|1|||
10100579126|A001427975|A|10|101|20170914|AAAA|0|20170914|1|0||
10100579126|A001427975|C|10|101|20170914|AAAA|0|20170914|1|0||
10108241440|01X0011019|A|00|101|20180127|AAAA|2507|0|0|||
10108241443|01X0011100|A|00|101|20180129|姜个人20180129001|2507|20180129|1|||
10108241443|01X0011100|C|00|101|20180129|姜个人20180129001|0|20180129|0|||
10108241806|0155631039|A|00|101|20180308|wqwwqeeeeeeeeee|0|20180308|1|||
