20170602|9063|10|0085644629|20150113|20150302|1||
20170602|9063|1|0104236075|20150113|20150302|1||
20170602|9063|2|0156315141|20150113|20150302|1||
20170602|9063|3|0105510698|20150113|20150302|1||
20170602|9063|4|0110446386|20150113|20150302|1||
20170602|9063|5|0104196292|20150113|20150302|1||
20170602|9063|6|01555767351234567890|20150113|20150302|1||
20170602|9063|7|01555767351234567890|20160113|20160302|5||
20170602|9063|8|0088023216|20150113|20150302|1||
20170602|9063|9|0800170411|20150113|20150302|1||
20170604|9063|10|0085644629|20150113|20150302|1||
20170604|9063|1|0104236075|20150113|20150302|1||
20170604|9063|2|0156315141|20150113|20150302|1||
20170604|9063|3|0105510698|20150113|20150302|1||
20170604|9063|4|0110446386|20150113|20150302|1||
20170604|9063|5|0104196292|20150113|20150302|1||
20170604|9063|6|01555767351234567890|20150113|20150302|1||
20170604|9063|7|01555767351234567890|20160113|20160302|5||
20170604|9063|8|0088023216|20150113|20150302|1||
20170604|9063|9|0800170411|20150113|20150302|1||
20170605|9063|10|0085644629|20150113|20150302|1||
20170605|9063|1|0104236075|20150113|20150302|1||
20170605|9063|2|0156315141|20150113|20150302|1||
20170605|9063|3|0105510698|20150113|20150302|1||
20170605|9063|4|0110446386|20150113|20150302|1||
20170605|9063|5|0104196292|20150113|20150302|1||
20170605|9063|6|01555767351234567890|20150113|20150302|1||
20170605|9063|7|01555767351234567890|20160113|20160302|5||
20170605|9063|8|0088023216|20150113|20150302|1||
20170605|9063|9|0800170411|20150113|20150302|1||
20170617|9063|10|0085644629|20150113|20150302|1||
20170617|9063|1|0104236075|20150113|20150302|1||
20170617|9063|2|0156315141|20150113|20150302|1||
20170617|9063|3|0105510698|20150113|20150302|1||
20170617|9063|4|0110446386|20150113|20150302|1||
20170617|9063|5|0104196292|20150113|20150302|1||
20170617|9063|6|01555767351234567890|20150113|20150302|1||
20170617|9063|7|01555767351234567890|20160113|20160302|5||
20170617|9063|8|0088023216|20150113|20150302|1||
20170617|9063|9|0800170411|20150113|20150302|1||
20170623|9063|10|0085644629|20150113|20150302|1||
20170623|9063|1|0104236075|20150113|20150302|1||
20170623|9063|2|0156315141|20150113|20150302|1||
20170623|9063|3|0105510698|20150113|20150302|1||
20170623|9063|4|0110446386|20150113|20150302|1||
20170623|9063|5|0104196292|20150113|20150302|1||
20170623|9063|6|01555767351234567890|20150113|20150302|1||
20170623|9063|7|01555767351234567890|20160113|20160302|5||
20170623|9063|8|0088023216|20150113|20150302|1||
20170623|9063|9|0800170411|20150113|20150302|1||
20171128|9063|10|0085644629|20150113|20150302|1||
20171128|9063|1|0104236075|20150113|20150302|1||
20171128|9063|2|0156315141|20150113|20150302|1||
20171128|9063|3|0105510698|20150113|20150302|1||
20171128|9063|4|0110446386|20150113|20150302|1||
20171128|9063|5|0104196292|20150113|20150302|1||
20171128|9063|6|01555767351234567890|20150113|20150302|1||
20171128|9063|7|01555767351234567890|20160113|20160302|5||
20171128|9063|8|0088023216|20150113|20150302|1||
20171128|9063|9|0800170411|20150113|20150302|1||
20180129|9063|10|0085644629|20150113|20150302|1||
20180129|9063|1|0104236075|20150113|20150302|1||
20180129|9063|2|0156315141|20150113|20150302|1||
20180129|9063|3|0105510698|20150113|20150302|1||
20180129|9063|4|0110446386|20150113|20150302|1||
20180129|9063|5|0104196292|20150113|20150302|1||
20180129|9063|6|01555767351234567890|20150113|20150302|1||
20180129|9063|7|01555767351234567890|20160113|20160302|5||
20180129|9063|8|0088023216|20150113|20150302|1||
20180129|9063|9|0800170411|20150113|20150302|1||
20180131|9063|1|0155631027|20160101|20160101|1||
