1	20170602	9063	1	0104236075	20150113	20150302	1	
2	20170602	9063	2	0156315141	20150113	20150302	1	
3	20170602	9063	3	0105510698	20150113	20150302	1	
4	20170602	9063	4	0110446386	20150113	20150302	1	
5	20170602	9063	5	0104196292	20150113	20150302	1	
6	20170602	9063	6	01555767351234567890	20150113	20150302	1	
7	20170602	9063	7	01555767351234567890	20160113	20160302	5	
8	20170602	9063	8	0088023216	20150113	20150302	1	
9	20170602	9063	9	0800170411	20150113	20150302	1	
10	20170602	9063	10	0085644629	20150113	20150302	1	
11	20170604	9063	1	0104236075	20150113	20150302	1	
12	20170604	9063	2	0156315141	20150113	20150302	1	
13	20170604	9063	3	0105510698	20150113	20150302	1	
14	20170604	9063	4	0110446386	20150113	20150302	1	
15	20170604	9063	5	0104196292	20150113	20150302	1	
16	20170604	9063	6	01555767351234567890	20150113	20150302	1	
17	20170604	9063	7	01555767351234567890	20160113	20160302	5	
18	20170604	9063	8	0088023216	20150113	20150302	1	
19	20170604	9063	9	0800170411	20150113	20150302	1	
20	20170604	9063	10	0085644629	20150113	20150302	1	
21	20170605	9063	1	0104236075	20150113	20150302	1	
22	20170605	9063	2	0156315141	20150113	20150302	1	
23	20170605	9063	3	0105510698	20150113	20150302	1	
24	20170605	9063	4	0110446386	20150113	20150302	1	
25	20170605	9063	5	0104196292	20150113	20150302	1	
26	20170605	9063	6	01555767351234567890	20150113	20150302	1	
27	20170605	9063	7	01555767351234567890	20160113	20160302	5	
28	20170605	9063	8	0088023216	20150113	20150302	1	
29	20170605	9063	9	0800170411	20150113	20150302	1	
30	20170605	9063	10	0085644629	20150113	20150302	1	
31	20170617	9063	1	0104236075	20150113	20150302	1	
32	20170617	9063	2	0156315141	20150113	20150302	1	
33	20170617	9063	3	0105510698	20150113	20150302	1	
34	20170617	9063	4	0110446386	20150113	20150302	1	
35	20170617	9063	5	0104196292	20150113	20150302	1	
36	20170617	9063	6	01555767351234567890	20150113	20150302	1	
37	20170617	9063	7	01555767351234567890	20160113	20160302	5	
38	20170617	9063	8	0088023216	20150113	20150302	1	
39	20170617	9063	9	0800170411	20150113	20150302	1	
40	20170617	9063	10	0085644629	20150113	20150302	1	
41	20170623	9063	1	0104236075	20150113	20150302	1	
42	20170623	9063	2	0156315141	20150113	20150302	1	
43	20170623	9063	3	0105510698	20150113	20150302	1	
44	20170623	9063	4	0110446386	20150113	20150302	1	
45	20170623	9063	5	0104196292	20150113	20150302	1	
46	20170623	9063	6	01555767351234567890	20150113	20150302	1	
47	20170623	9063	7	01555767351234567890	20160113	20160302	5	
48	20170623	9063	8	0088023216	20150113	20150302	1	
49	20170623	9063	9	0800170411	20150113	20150302	1	
50	20170623	9063	10	0085644629	20150113	20150302	1	
51	20171128	9063	1	0104236075	20150113	20150302	1	
52	20171128	9063	2	0156315141	20150113	20150302	1	
53	20171128	9063	3	0105510698	20150113	20150302	1	
54	20171128	9063	4	0110446386	20150113	20150302	1	
55	20171128	9063	5	0104196292	20150113	20150302	1	
56	20171128	9063	6	01555767351234567890	20150113	20150302	1	
57	20171128	9063	7	01555767351234567890	20160113	20160302	5	
58	20171128	9063	8	0088023216	20150113	20150302	1	
59	20171128	9063	9	0800170411	20150113	20150302	1	
60	20171128	9063	10	0085644629	20150113	20150302	1	
61	20180129	9063	1	0104236075	20150113	20150302	1	
62	20180129	9063	2	0156315141	20150113	20150302	1	
63	20180129	9063	3	0105510698	20150113	20150302	1	
64	20180129	9063	4	0110446386	20150113	20150302	1	
65	20180129	9063	5	0104196292	20150113	20150302	1	
66	20180129	9063	6	01555767351234567890	20150113	20150302	1	
67	20180129	9063	7	01555767351234567890	20160113	20160302	5	
68	20180129	9063	8	0088023216	20150113	20150302	1	
69	20180129	9063	9	0800170411	20150113	20150302	1	
70	20180129	9063	10	0085644629	20150113	20150302	1	
71	20180131	9063	1	0155631027	20160101	20160101	1	
